id,organizer_id,title,subtitle,price,duration,image,image_url,description
25,2,Tierra Santa,Lugar sagrado,1710,8,trips/tierra_santa.jpg,,"<p>En visita de las buenas valoraciones a nuestros viajes africanos, traemos una escapada a la Tierra Santa en Israel. Realizaremos excursiones como la del Monte de las Bienaventuranzas y Jerusalén, con guía local. </p><p>El precio incluye una entrada a las ruinas de Cafarnaúm y a la gruta de los Jerónimos. </p><p>Los hoteles previstos son el Margoa Netanya situado en la periferia de Tel Aviv, y el Jerusalem Gate, en la propia ciudad de Jerusalén.</p>"
26,2,Nueva York,La gran manzana,2215,8,trips/nueva_york.jpeg,,"<p>Próxima parada la gran ciudad de Nueva York y nuestro primer paso por América. Realizaremos excursiones como la visita a Manhattan y el Tour de Compras. </p><p>El precio incluye una visita en barco a la Estatua de la Libertad y al Empire State Building. </p><p>El hotel previsto es el Hilton Garden Inn Secaucus, ubicado en el propio Secaucus, a 12km de Manhattan.</p>"
27,2,Encantos de Canadá,Naturaleza salvaje,1990,8,trips/canada.jpg,,"<p>Nuestro próximo destino son los paisajes de Canadá. Realizaremos algunas excursiones como Toronto y Ottawa con guía local. </p><p>El precio incluye una escapada a las Cataratas del Niágara y un paseo en barco por Mil Islas. </p><p> El hotel previsto es el Days Inn Otawa West, situado en la periferia de Ottawa con una valoración de 3 estrellas. </p>"
28,2,Costa Rica,Descubre la pura vida,1810,9,trips/costa_rica.jpg,,"<p>Inauguramos nuestra sección sudaméricana con Costa Rica. Realizaremos excursiones como San José y el Parque Nacional Manuel Antonio con guía local. </p><p>El precio incluye una entrada a la plantación de Piña y una visita a la reserva biológica de Monteverde. </p><p>El hotel previsto es el Hotel Los Cipreses, situado en la periferia de Monteverde, con una valoración de 3 estrellas. </p>"
29,2,Panamá fascinante,Déjate impresionar por su gran canal,1830,8,trips/panama.jpg,,"<p>Nos vamos a contemplar la fascinante y marítima Panamá. Realizaremos excursiones de día completo como la Comunidad Emberá y Esclusas de Miraflores. </p><p>El precio incluye una caminata por el sendero en Gamboa y una visita al Casco antiguo de Panamá. </p><p> El hotel previsto el Crowne Plaza Panamá City, situado en la propia ciudad de Panamá, con una valoración de 4 estrellas. </p>"
30,2,Cuba,Recuerdos del Che Guevara,1530,9,trips/cuba.jpg,,"<p>Próxima parada por sudamérica y es en la fantástica Cuba. Se realizarán excursiones como Orquideario de Soroa y un paseo en bote por la cueva del Indio. </p><p>El precio incluye las visitas a la Habana y al Valle de los Ingenieros. </p><p>El hotel previsto es el Memories Trinidad del Mar (no dispone de ascensor), en la propia ciudad de Trinidad, con una valoración de 4 estrellas. </p>"
31,2,Crucero fluvial Rhin,El crucero de rincones con encanto,1374,8,trips/crucero_rhin.jpg,,"<p>Inauguramos nuestra sección de cruceros con el fluvial Rhin. El crucero partirá desde Ámsterdan a Zúrich. </p><p>El precio incluye las visitas de Ámsterdan, Heidelberg y Estrasburgo con gabinete musical. </p><p> El buque previsto es el MS Amadeus Silver 3, barco de vanguardia para 168 pasajeros. Todas sus cabinas son exteriores y cuentan con una elegante y moderna decoración. </p>"
32,3,Islas Griegas y Malta,Crucero por la costa pacífica,1049,8,trips/islas_griegas.jpg,,"<p>Nuestro primer crucero es por las Islas Griegas saliendo desde Bari, para acabar volviendo a esta una vez finalizado el trayecto. </p><p> El precio incluye las visitas de la Catania de Bellini, Mikonos y un paseo por Bari en trenecito. </p><p>El buque previsto es el Costa Pacífica con una valoración de 4 estrellas por parte de los usuarios. Los camarotes son dobles aunque existe la posibilidad de tener un camarote con balcón a través de un suplemento de cabina de 150€ por persona. </p>"
33,3,"Italia, Grecia y Venecia",La ruta de la armonía,999,8,trips/crucero_italia.jpg,,"<p>En vista del éxito de nuestro primer crucero, ofrecemos un trayecto por Italia, Grecia y Croacia, partiendo desde Venecia. </p><p>El precio incluye las visitas de Ostuni y Molino en Brindisi y el barrio de Plaka en Atenas con guía local. </p><p>El buque previsto es el MSC Armonia, con una valoración de 4 estrellas de los usuarios. Al igual que en el anterior viaje, nuestra política ofrece camarones dobles, aunque existe la posibilidad de utilizar un suplemento de cabina de 150€ que incluye balcón y bebidas por persona. </p>"
34,3,Camino de Santiago,Y que esto no pare,390,6,trips/camino_santiago.jpg,,"<p>Inauguramos nuestra sección de excursiones y no podía ser otra que el Camino de Santiago. </p><p>Se realizarán visitas a Lugo y Santiago de Compostela con guía local. Además podremos ver la cascada de Ézaro. </p><p>El precio incluye un autocar para traslados y excursiones según el itinerario previsto, además de un régimen de pensión completa, además de un seguro básico de viaje.</p>"
35,21,Mi viaje a París,Paraiso infantil,750,5,,https://media.disneylandparis.com/d4th/es-es/images/n037009_2029mar16_world_30-anniversary-fireworks-castle_16-9_tcm797-233244.jpg?w=1960,"<p> Este es el primer viaje que cuento por aquí, así que espero que os guste. Voy a contaros mi experiencia en mi visita a la ciudad de París.</p><p>Fui a París con mis padres cuando era pequeño, es una experiencia que nunca olvidaré y que yo creo que toda familia debe realizar, en especial por los niños, es uno de los viajes que todos soñamos desde pequeños.</p><p>Entrando ya más en detalle, tengo el recuerdo de la ciudad de París como imágenes rápidas pero increíbles como la catedral de Notre Dame o la Torre Eiffel, esto al fin y al cabo son algunas de las visitas obligadas de esta ciudad y mi familia aprovechó para hacerlas. Pero sin ninguna duda lo mejor fue Disneyland.</p><p>Qué decir de Disneyland, este paraíso donde conoces a tus personajes favoritos y puedes hacerte fotos con ellos, es sin duda mi mejor recuerdo de París, esa famosa foto que todos queríamos hacernos con el pato Donald.</p><p>Sin enrollarme mucho más considero que es una viaje muy recomendado y espero poder repetirlo en un futuro y esta vez sí admirar la ciudad y no solo Disneyland.</p>"
36,22,Dhawa Yura Kioto,Banyan Tree Group,1389,5,,https://cf.bstatic.com/xdata/images/hotel/max1024x768/198368975.jpg?k=d4630cbdf706d01c4057287155dfb0549d88f5e4b0b06d435e06c9b855ea3f2b&o=&hp=1,"<p>El Dhawa Yura Kyoto - Banyan Tree Group se encuentra en Kioto y ofrece restaurante, bicicletas de uso gratuito, centro de fitness y bar. Hay servicio de conserjería, consigna de equipaje y WiFi gratuita en todas las instalaciones. Hay recepción 24 horas, servicio de habitaciones y cambio de divisa.</p><p>Todas las habitaciones están equipadas con aire acondicionado, nevera, minibar, hervidor de agua, bidet, zapatillas y armario. Las habitaciones incluyen ropa de cama y toallas.
El Dhawa Yura Kyoto - Banyan Tree Group sirve un desayuno americano o asiático.</p><p>En las inmediaciones hay varios lugares de interés, como el Samurai Kembu Kyoto, la estación de Gion Shijo y el templo Shoren-in. El aeropuerto más cercano es el de Itami, ubicado a 50 km del Dhawa Yura Kyoto - Banyan Tree Group. </p>"
37,22,Comfort Hotel Toji,Alójate en el corazón de Kioto,220,5,,https://cf.bstatic.com/xdata/images/hotel/max1024x768/296192459.jpg?k=65ef4c5a80b45531d3883adc1c4f6ce6644d682673295d9f2818ed67dbc1ce0c&o=&hp=1,"<p>El Comfort Hotel Kyoto Toji ofrece habitaciones en Kioto, a 1,3 km del TKP Garden City Kyoto y a 2,1 km del templo Tofuku-ji. El establecimiento está a unos 2,2 km del templo Sanjusangen-do, a 2,3 km del santuario Fushimi Inari Taisha y a 3,7 km del templo Kiyomizu-dera. El castillo de Nijo está a 4,1 km.</p><p>Las habitaciones del hotel disponen de baño privado.</p><p>El Comfort Hotel Kyoto Toji se encuentra a 3,8 km de la villa imperial Katsura y a 3,9 km del Museo Internacional del Manga de Kioto. El aeropuerto más cercano es el de Itami, ubicado a 36 km. </p>"
38,22,Premier Hotel-Sapporo,"La ciudad helada, Hokkaido",484,5,,https://cf.bstatic.com/xdata/images/hotel/max1024x768/411616862.jpg?k=9d424952dba2b94771877a5c0b4e16e20a216238169cf1b63d60be1ef345ea14&o=&hp=1,"<p>El Premier Hotel Tsubaki Sapporo está situado a orillas del río Toyo-Hiragawa, a 9 minutos a pie de la estación de metro de Kikusui. El hotel cuenta con 5 sitios para comer, conserje, peluquería y servicio de alquiler de bicicletas. Las habitaciones incluyen conexión a internet por cable gratuita.</p><p>El Premier Hotel Tsubaki Sapporo está situado a orillas del río Toyo-Hiragawa, a 9 minutos a pie de la estación de metro de Kikusui. El hotel cuenta con 5 sitios para comer, conserje, peluquería y servicio de alquiler de bicicletas. Las habitaciones incluyen conexión a internet por cable gratuita.</p><p>El Premier Hotel Tsubaki Sapporo se encuentra a 45 minutos en coche del nuevo aeropuerto de Chitose o a entre 60 y 70 minutos en el autobús público que para frente al hotel. </p>"
39,21,Ruta del Arco Iris,Descubre Sudáfrica en coche,1374,12,,https://cdn.logitravel.com/wsimgresize/resize/crop/390/217/cdn.logitravel.com/cloudcontent/fotos/tours/maps/34377/1200x600.jpg?B2AC0A47771F93879A02F88896FC5DC3&jpegQuality=97,"<p>Descubre las grandes urbes y la parte noreste de Sudáfrica, con el magnífico Parque Kruger, la cultura zulú y el Estado de Swazilandia.</p><p>En la parte sur del continente africano emerge Sudáfrica como república parlamentaria, con una historia marcada por la vergüenza del Apartheid, pero refundada por el reconocido Nelson Mandela. Descubre las enormes Johannesburgo y Ciudad del Cabo, una de sus tres capitales, sede del poder legislativo del país. Recorre parte de la costa sur hasta el Cabo de Buena Esperanza, con sus playas vírgenes y rica fauna marina, y parte de la costa este, desde Durban y el cercano reino zulú hasta la fantástica vida salvaje del Estuario de Santa Lucía, con sus hipopótamos y cocodrilos y su verde riqueza. Sorpréndete con la irrupción de un Estado soberano en medio del país, monarquía absoluta. Y, sobre todo, vive el Parque Nacional de Kruger, con sus increíbles safaris, conduciendo tú mismo entre jirafas, cebras, leones, leopardos, elefantes y rinocerontes. Aquí darás verdadero valor a los amaneceres y entenderás la magia de la Madre Naturaleza, igual que en las cascadas del río Blyde, donde todo es inmensidad. Este viaje de fascinará. Porque África es única.</p>"
40,22,Langjökul,Tour por la cueva del glaciar,139,1,,https://d3hne3c382ip58.cloudfront.net/files/uploads/bookmundi/resized/cmsfeatured/ice-cave-at-the-langjokull-glacier-in-iceland-1500367481-785X440.jpg,"<p>En este tour exploraremos el segundo glaciar más grande de Europa y recorreremos los túneles excavados en el hielo hasta llegar a la cueva Langjökull. ¡Nos sumergiremos a más de 300 metros bajo hielo!</p><p>Nos encontraremos en Húsafell y pondremos rumbo a la cueva y los túneles de hielo de Langjökull. Para atravesar el hielo sin dificultad, nos ataviaremos con un traje protector y subiremos a un camión de nieve, diseñado para conducir por los glaciares.</p><p>Una vez en Langjökull, comenzaremos explorando la superficie de este glaciar, el segundo más grande de Europa. ¿Sabéis cómo se excavó este túnel artificial? Descubriremos la historia de esta impresionante obra de ingeniería a medida que nos adentramos en los túneles de hielo a más de 300 metros de profundidad.</p><p>Mientras recorremos los corredores de Langjökull, admiraremos el hielo azul presente en el suelo, el techo y las paredes. Además, tendremos la oportunidad de ver la capilla de hielo de la cueva, un lugar único en el mundo para darse el sí quiero…</p><p>Regresaremos a la superficie y nos despediremos en Húsafell.</p><p>Por motivos climáticos, la actividad durará de dos a tres horas en verano y de tres a cuatro horas en invierno.</p>"
41,22,Los pandas de Chengdú,Tour privado por Chengdú,195,2,,https://cdn2.civitatis.com/china/chengdu/galeria/panda-reserva-chengdu.jpg,"<p>Conoced a los famosos y simpáticos pandas de Chengdú con este tour privado en español que también incluye un recorrido por otros significativos lugares de la ciudad.</p><p>Tras recogeros en vuestro hotel de Chengdú nos desplazaremos directamente hasta la famosa Reserva de Osos Panda, situada en las afueras de la ciudad.</p><p>Una vez en el interior de la reserva (entrada no incluida), daremos un paseo por este espacio natural en el que auténticos osos panda chinos juegan y comen bambú mientras disfrutan del entorno local. ¿Sabéis cuánto llega a pesar un ejemplar adulto? ¿Conocéis sus hábitos de vida? Descubriremos algunas curiosidades de estos simpáticos animales mientras visitamos la reserva.</p><p>Nuestra siguiente parada tendrá lugar en Jinli: la calle comercial más importante de Chengdú. Construida durante la etapa de la dinastía Qin (siglo III a.C), esta vía alberga diversos templos y construcciones tradicionales, así como también una amplia variedad de tiendas. En estos comercios encontraréis multitud de productos de la provincia de Sichuan como tés, alimentos, prendas de vestir…</p><p>Finalmente, desde la calle Jinli os llevaremos de vuelta hasta vuestro hotel de Chengdú.</p>"
42,23,Rías Baixas,La belleza de las Rías Baixas,425,6,,https://tourgalicia.es/wp-content/uploads/2018/10/que-hacer-en-ras-baixas.png,"<p> Islas paradisíacas, playas turquesa, delfines saltarines, castros milenarios, monumentos impresionantes, hórreos y muchísimo patrimonio. Hoy nos adentramos en uno de los puntos más turísticos de Galicia, vamos a descubrir los mejores lugares que ver en las Rías Baixas. Una ruta de una semana o más por las rías de Vigo, Pontevedra, Arousa y Muros-Noia ¡Casi nada!</p><p>Voy a tirar de refranero: «No son todos los que están ni están todos los que son». ¿Qué quiero decir? Que estamos ante una zona costera muy extensa y con un montón de atractivos naturales y patrimoniales. Hay lugares que no he destacado porque no me parecen tan imprescindibles y otros muchos que aún no conozco.</p><p>¡Más completo imposible! ¿Te vienes de viaje por las Rías Baixas?</p>"
43,23,El Soplao,La maravillosa cueva de Cantabria,55,1,,https://fotos.hoteles.net/articulos/cueva-de-el-soplao-cantabria-5475-1.jpg,"<p>Era mi asignatura pendiente en Cantabria. Gran conocedora de la comunidad y aún no había tenido la oportunidad de descubrir un lugar imprescindible que ver en Cantabria, de adentrarme en las entrañas de esta maravillosa cueva. Un prodigio de la naturaleza que los expertos no dudan en catalogar como la Capilla Sixtina subterránea.</p><p>La Cueva de El Soplao da mucho de sí. Tanto para una visita convencional en la que conoceremos algunos de los puntos más impresionantes de la cavidad, como para los más aventureros.</p><p>Acompáname en esta aventura</p>"
44,23,Jaca y alrededores,Patrimonio románico y mucho más,390,3,,https://www.barcelo.com/guia-turismo/wp-content/uploads/2020/04/jaca.jpg,"<p>¿Aún no conoces uno de los pueblos más importantes del pirineo aragonés? Hoy te llevo a visitar Jaca y a descubrir un montón de planes increíbles en los alrededores, desde patrimonio románico hasta miradores y rutas de senderismo TOP.</p><p>Enclavado en un rincón privilegiado de la provincia de Huesca, en esa maravillosa transición entre la alta montaña y la sierra prepirenaica, Jaca nos da la bienvenida y nos abre un mundo de posibilidades. </p><p>Recomiendo mucho una estancia de un fin de semana para que os de tiempo a descubrir las maravillas que Huesca ofrece.</p>"
45,23,Lagunas de Neila,Paisajes de Burgos,70,1,,https://www.excursionesyrutasporcastillayleon.com/wp-content/uploads/2020/10/DSC_0506.jpg,"<p>¿Aún no conoces uno de los lugares más espectaculares de la provincia de Burgos?</p><p>Nos encontramos en el corazón de la Sierra de la Demanda. Una cadena montañosa que marca la orografía del sureste de la provincia de Burgos y nos deja pequeños tesoros de la naturaleza como las Lagunas de Neila. Un conjunto de lagunas de origen glaciar que rozan los 2.000 metros de altura y nos ofrecen uno de los paisajes montañosos más espectaculares de Burgos.</p><p>La montaña no entiende de límites territoriales.</p>"
46,23,Aigüestortes,Parc Nacional d’Aigüestortes,50,1,,https://i.pinimg.com/originals/af/82/97/af82977c0da55b8969972baab25367f5.jpg,"<p>¿Sueñas con perderte entre montañas, lagos, bosques y cascadas maravillosas? Pues no sueñes más y vente conmigo de viaje por el Parque Nacional d’Aigüestortes i Estany de Sant Maurici. Recorreremos los mejores senderos, carreteras panorámicas, pueblecitos increíbles, iglesias románicas y…muchísimo más.</p><p>Estamos ante el único parque nacional de Cataluña en el corazón de Los Pirineos a su paso por la provincia de Lleida. En concreto, vamos a recorrer la zona central del macizo pirenaico en busca de algunos de los paisajes de alta montaña más espectaculares del país. Aigüestortes se caracteriza por resguardar cientos de lagos entre picos que rozan los 3.000 metros de altura. Un auténtico paraíso para los amantes de la naturaleza y el senderismo.</p><p>¿Me acompañas a conocer las mejores rutas por Aigüestortes y Lago de San Mauricio?</p>"
47,23,Durmitor,Miradores de Montenegro,530,4,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/65/8b/4f/caption.jpg?w=600&h=400&s=1,"<p> Si tuviese que quedarme con un sólo lugar del fascinante país de Montenegro lo tendría muy difícil. ¿La Bahía de Kotor o el Parque Nacional de Durmitor? ¿Tan impresionante es este parque nacional ubicado al norte del país como para compararlo con Kotor, la perla del Adriático?. Efectivamente, te lo confirmo. El Parque Nacional de Durmitor en Montenegro es un rincón de visita imprescindible, una de estas maravillas naturales que tenemos que hay que incluir en el itinerario por un país pequeño en tamaño y grande en posibilidades.</p><p>Como te puedes imaginar, el Parque Nacional de Durmitor ofrece una variedad de planes y actividades que hacer inmensa. Es muy difícil recorrerlo al completo en unos pocos días y, menos aún, si sólo dispones de una semana o dos para recorrer todo el país. Mi recomendación es que le dediques al menos un par de día completos.</p><p>No te arrepentirás</p>"
